Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Recency,Frequency,Monetary,EngagementScore,ComplaintRatio,Churn
30.0,1,1.0,11.0,2,0,2.0,4.0,0,4.0,1,3.0,1.0,13.0,1.0,1.0,4.0,205.52,4.0,1.0,205.52,2.8,0.3333322222259259,0
4.0,2,3.0,14.0,4,1,2.0,4.0,3,3.0,0,4.0,0.0,15.0,3.0,5.0,2.0,123.28999999999999,2.0,5.0,123.28999999999999,2.8,0.0,0
8.0,2,1.0,27.0,4,0,2.0,3.0,2,2.0,0,2.0,1.0,25.0,0.0,1.0,7.0,140.14,7.0,1.0,140.14,2.4000000000000004,0.49999750001249993,0
22.0,1,1.0,14.0,6,0,2.0,3.0,0,4.0,0,5.0,0.0,11.0,0.0,1.0,7.0,174.03,7.0,1.0,174.03,2.4000000000000004,0.0,0
9.0,2,1.0,26.0,0,1,2.0,3.0,3,3.0,0,5.0,0.0,17.0,0.0,1.0,0.0,122.59,0.0,1.0,122.59,2.4000000000000004,0.0,0
4.0,0,3.0,26.0,5,0,2.0,3.0,2,3.0,0,2.0,0.0,13.0,1.0,1.0,0.0,169.32,0.0,1.0,169.32,2.4000000000000004,0.0,0
9.0,2,1.0,13.0,6,1,3.0,3.0,4,2.0,2,3.0,0.0,18.0,0.0,1.0,1.0,146.78,1.0,1.0,146.78,3.0,0.0,0
11.0,1,1.0,6.0,2,0,3.0,3.0,0,5.0,0,2.0,0.0,13.0,3.0,2.0,11.0,235.82,11.0,2.0,235.82,3.0,0.0,0
5.0,0,1.0,14.0,4,0,3.0,4.0,3,4.0,0,7.0,0.0,20.0,1.0,1.0,2.0,123.32,2.0,1.0,123.32,3.4,0.0,0
0.0,2,3.0,14.0,5,1,2.0,4.0,3,4.0,0,2.0,1.0,18.0,0.0,1.0,0.0,124.13,0.0,1.0,124.13,2.8,0.49999750001249993,1
13.0,1,3.0,16.0,5,1,3.0,4.0,0,4.0,1,3.0,0.0,12.0,1.0,1.0,0.0,197.05,0.0,1.0,197.05,3.4,0.0,0
0.0,0,3.0,6.0,3,1,2.0,4.0,2,5.0,2,2.0,0.0,12.0,1.0,1.0,7.0,142.94,7.0,1.0,142.94,2.8,0.0,0
14.0,2,1.0,12.0,3,1,2.0,3.0,4,5.0,2,3.0,1.0,13.0,1.0,2.0,17.0,147.21,17.0,2.0,147.21,2.4000000000000004,0.3333322222259259,0
9.0,2,1.0,14.0,0,1,3.0,3.0,3,3.0,2,5.0,0.0,21.0,2.0,3.0,9.0,125.19,9.0,3.0,125.19,3.0,0.0,0
9.0,2,3.0,27.0,6,1,2.0,4.0,3,4.0,2,2.0,1.0,13.0,0.0,1.0,0.0,121.21000000000001,0.0,1.0,121.21000000000001,2.8,0.49999750001249993,1
0.0,2,1.0,10.0,1,1,3.0,3.0,3,5.0,2,2.0,0.0,19.0,1.0,1.0,0.0,129.73,0.0,1.0,129.73,3.0,0.0,1
4.0,1,1.0,18.0,3,0,2.0,3.0,2,2.0,0,1.0,1.0,11.0,0.0,8.0,5.0,158.55,5.0,8.0,158.55,2.4000000000000004,0.9999900000999989,0
13.0,0,1.0,15.0,3,1,2.0,3.0,4,4.0,1,9.0,1.0,14.0,0.0,1.0,0.0,136.17,0.0,1.0,136.17,2.4000000000000004,0.11111098765445816,0
5.0,1,1.0,9.0,3,0,3.0,3.0,2,5.0,0,2.0,0.0,12.0,6.0,6.0,3.0,167.25,3.0,6.0,167.25,3.0,0.0,0
0.0,1,3.0,9.0,4,1,2.0,4.0,0,2.0,0,2.0,1.0,11.0,3.0,3.0,7.0,203.25,7.0,3.0,203.25,2.8,0.49999750001249993,1
6.0,1,1.0,6.0,4,0,2.0,4.0,2,2.0,2,1.0,0.0,14.0,0.0,1.0,4.0,169.49,4.0,1.0,169.49,2.8,0.0,0
0.0,1,3.0,6.0,4,1,2.0,4.0,0,3.0,0,6.0,0.0,11.0,1.0,11.0,7.0,206.08999999999997,7.0,11.0,206.08999999999997,2.8,0.0,1
18.0,0,1.0,10.0,4,1,2.0,3.0,2,4.0,0,2.0,0.0,12.0,1.0,1.0,8.0,144.47,8.0,1.0,144.47,2.4000000000000004,0.0,0
9.0,0,3.0,26.0,2,0,2.0,3.0,3,2.0,0,2.0,0.0,15.0,0.0,1.0,2.0,121.57,2.0,1.0,121.57,2.4000000000000004,0.0,0
8.0,2,3.0,24.0,3,0,2.0,3.0,2,3.0,0,2.0,0.0,16.0,1.0,1.0,0.0,146.01,0.0,1.0,146.01,2.4000000000000004,0.0,0
25.0,1,1.0,6.0,4,1,3.0,3.0,1,2.0,0,3.0,0.0,15.0,1.0,7.0,8.0,270.99,8.0,7.0,270.99,3.0,0.0,0
20.0,2,1.0,14.0,1,1,2.0,3.0,3,3.0,2,5.0,0.0,24.0,1.0,1.0,0.0,124.78999999999999,0.0,1.0,124.78999999999999,2.4000000000000004,0.0,1
26.0,1,3.0,8.0,3,1,2.0,3.0,1,3.0,1,7.0,0.0,13.0,2.0,2.0,2.0,248.51999999999998,2.0,2.0,248.51999999999998,2.4000000000000004,0.0,0
3.0,1,3.0,14.0,6,1,3.0,3.0,0,3.0,1,6.0,0.0,11.0,4.0,7.0,7.0,172.64,7.0,7.0,172.64,3.0,0.0,0
11.0,0,3.0,16.0,1,0,2.0,3.0,2,2.0,2,2.0,1.0,13.0,0.0,1.0,3.0,156.66,3.0,1.0,156.66,2.4000000000000004,0.49999750001249993,0
8.0,1,3.0,9.0,4,1,3.0,3.0,0,2.0,1,7.0,0.0,13.0,0.0,1.0,8.0,178.23,8.0,1.0,178.23,3.0,0.0,0
12.0,1,3.0,8.0,4,1,2.0,1.0,0,3.0,2,1.0,0.0,18.0,1.0,1.0,7.0,178.8,7.0,1.0,178.8,1.6,0.0,0
3.0,0,3.0,30.0,4,0,3.0,1.0,1,4.0,2,5.0,1.0,16.0,1.0,2.0,0.0,231.94,0.0,2.0,231.94,2.1999999999999997,0.19999960000080003,1
20.0,0,1.0,22.0,3,1,3.0,1.0,2,3.0,1,2.0,1.0,19.0,0.0,2.0,7.0,150.67,7.0,2.0,150.67,2.1999999999999997,0.49999750001249993,0
9.0,0,3.0,14.0,1,1,2.0,3.0,2,2.0,1,5.0,0.0,13.0,1.0,1.0,7.0,150.79,7.0,1.0,150.79,2.4000000000000004,0.0,0
0.0,0,1.0,14.0,0,1,2.0,4.0,3,5.0,2,1.0,1.0,22.0,1.0,1.0,2.0,123.21000000000001,2.0,1.0,123.21000000000001,2.8,0.9999900000999989,1
6.0,0,3.0,23.0,4,1,2.0,3.0,1,3.0,2,2.0,0.0,11.0,1.0,6.0,0.0,274.44,0.0,6.0,274.44,2.4000000000000004,0.0,0
0.0,2,1.0,14.0,4,0,3.0,4.0,3,5.0,2,7.0,1.0,20.0,1.0,1.0,0.0,124.03999999999999,0.0,1.0,124.03999999999999,3.4,0.14285693877580175,1
6.0,2,1.0,19.0,4,0,2.0,3.0,3,2.0,2,4.0,0.0,18.0,1.0,1.0,2.0,134.52,2.0,1.0,134.52,2.4000000000000004,0.0,0
9.0,2,1.0,6.0,0,0,3.0,3.0,3,2.0,1,4.0,0.0,14.0,0.0,1.0,2.0,122.69999999999999,2.0,1.0,122.69999999999999,3.0,0.0,0
23.0,1,1.0,6.0,3,1,3.0,3.0,1,2.0,1,10.0,0.0,22.0,1.0,1.0,3.0,273.99,3.0,1.0,273.99,3.0,0.0,0
6.0,0,1.0,6.0,6,0,2.0,1.0,2,4.0,0,2.0,1.0,13.0,0.0,1.0,2.0,154.88,2.0,1.0,154.88,1.6,0.49999750001249993,0
14.0,0,1.0,15.0,3,1,3.0,3.0,5,3.0,1,3.0,0.0,15.0,1.0,1.0,11.0,294.19,11.0,1.0,294.19,3.0,0.0,0
0.0,2,1.0,22.0,1,0,3.0,3.0,3,4.0,0,10.0,0.0,14.0,2.0,2.0,2.0,128.11,2.0,2.0,128.11,3.0,0.0,0
18.0,0,1.0,29.0,4,1,2.0,3.0,2,5.0,0,2.0,1.0,15.0,1.0,1.0,8.0,136.33,8.0,1.0,136.33,2.4000000000000004,0.49999750001249993,0
20.0,2,3.0,10.0,4,0,2.0,3.0,2,2.0,2,2.0,1.0,17.0,1.0,1.0,7.0,141.63,7.0,1.0,141.63,2.4000000000000004,0.49999750001249993,0
9.0,2,1.0,28.0,4,0,2.0,3.0,3,3.0,0,5.0,1.0,11.0,0.0,1.0,1.0,121.32,1.0,1.0,121.32,2.4000000000000004,0.19999960000080003,1
23.0,1,1.0,30.0,4,1,3.0,3.0,1,3.0,0,4.0,1.0,18.0,0.0,2.0,5.0,239.73000000000002,5.0,2.0,239.73000000000002,3.0,0.24999937500156252,0
11.0,0,1.0,16.0,0,1,3.0,3.0,3,3.0,0,1.0,0.0,17.0,0.0,1.0,2.0,126.84,2.0,1.0,126.84,3.0,0.0,0
19.0,1,1.0,13.0,3,1,3.0,3.0,0,3.0,1,7.0,0.0,13.0,0.0,1.0,7.0,208.45,7.0,1.0,208.45,3.0,0.0,0
0.0,2,1.0,23.0,3,0,2.0,4.0,2,3.0,1,2.0,0.0,15.0,2.0,3.0,2.0,143.77,2.0,3.0,143.77,2.8,0.0,0
0.0,2,1.0,20.0,6,1,2.0,4.0,4,4.0,1,2.0,1.0,24.0,1.0,1.0,2.0,137.43,2.0,1.0,137.43,2.8,0.49999750001249993,1
4.0,0,1.0,6.0,4,0,3.0,3.0,2,5.0,0,2.0,0.0,12.0,1.0,1.0,3.0,141.48,3.0,1.0,141.48,3.0,0.0,0
0.0,0,1.0,11.0,4,1,3.0,3.0,4,2.0,2,2.0,0.0,15.0,1.0,1.0,0.0,110.50999999999999,0.0,1.0,110.50999999999999,3.0,0.0,0
27.0,1,1.0,23.0,2,0,2.0,3.0,0,3.0,0,9.0,0.0,11.0,1.0,1.0,8.0,207.39,8.0,1.0,207.39,2.4000000000000004,0.0,0
8.0,1,1.0,31.0,3,0,2.0,3.0,0,3.0,1,2.0,1.0,11.0,2.0,10.0,1.0,203.88,1.0,10.0,203.88,2.4000000000000004,0.49999750001249993,0
3.0,1,1.0,14.0,4,0,3.0,1.0,0,5.0,0,1.0,1.0,12.0,0.0,1.0,3.0,214.16000000000003,3.0,1.0,214.16000000000003,2.1999999999999997,0.9999900000999989,0
0.0,2,1.0,14.0,0,0,3.0,4.0,3,5.0,2,2.0,1.0,15.0,0.0,1.0,0.0,126.0,0.0,1.0,126.0,3.4,0.49999750001249993,1
0.0,0,1.0,14.0,0,0,2.0,3.0,3,4.0,2,1.0,0.0,17.0,0.0,1.0,2.0,124.22,2.0,1.0,124.22,2.4000000000000004,0.0,1
0.0,1,1.0,8.0,3,1,2.0,1.0,2,2.0,0,2.0,0.0,12.0,1.0,1.0,3.0,154.72,3.0,1.0,154.72,1.6,0.0,0
0.0,2,1.0,14.0,4,1,3.0,5.0,3,5.0,0,2.0,0.0,15.0,1.0,1.0,1.0,124.50999999999999,1.0,1.0,124.50999999999999,3.8,0.0,0
21.0,2,1.0,12.0,4,1,3.0,4.0,2,3.0,2,3.0,0.0,13.0,0.0,2.0,2.0,142.4,2.0,2.0,142.4,3.4,0.0,0
21.0,1,1.0,10.0,4,1,3.0,4.0,0,3.0,2,8.0,0.0,14.0,1.0,4.0,3.0,209.99,3.0,4.0,209.99,3.4,0.0,0
14.0,1,1.0,13.0,3,0,2.0,3.0,2,3.0,2,7.0,0.0,14.0,1.0,2.0,1.0,150.03,1.0,2.0,150.03,2.4000000000000004,0.0,0
12.0,1,1.0,6.0,4,0,3.0,4.0,1,2.0,0,2.0,0.0,16.0,0.0,11.0,3.0,227.42000000000002,3.0,11.0,227.42000000000002,3.4,0.0,0
0.0,2,1.0,8.0,4,0,2.0,3.0,2,2.0,0,1.0,0.0,18.0,0.0,2.0,2.0,142.27,2.0,2.0,142.27,2.4000000000000004,0.0,0
8.0,2,1.0,16.0,6,1,2.0,3.0,4,2.0,1,2.0,0.0,20.0,1.0,1.0,2.0,139.17,2.0,1.0,139.17,2.4000000000000004,0.0,0
15.0,1,3.0,11.0,5,1,2.0,3.0,5,3.0,0,7.0,0.0,13.0,1.0,1.0,0.0,283.03,0.0,1.0,283.03,2.4000000000000004,0.0,0
23.0,2,1.0,14.0,4,1,3.0,3.0,3,2.0,0,5.0,0.0,18.0,1.0,1.0,0.0,123.80000000000001,0.0,1.0,123.80000000000001,3.0,0.0,0
30.0,1,1.0,8.0,4,0,3.0,4.0,1,2.0,2,4.0,1.0,13.0,0.0,2.0,3.0,237.26,3.0,2.0,237.26,3.4,0.24999937500156252,0
0.0,2,1.0,17.0,3,0,3.0,5.0,2,4.0,0,6.0,0.0,15.0,1.0,1.0,0.0,147.77,0.0,1.0,147.77,3.8,0.0,1
28.0,0,1.0,24.0,3,1,3.0,3.0,2,4.0,0,4.0,1.0,14.0,6.0,6.0,7.0,163.85,7.0,6.0,163.85,3.0,0.24999937500156252,0
14.0,0,1.0,13.0,4,0,2.0,5.0,5,3.0,1,2.0,0.0,15.0,1.0,5.0,10.0,299.73,10.0,5.0,299.73,3.2,0.0,0
11.0,1,3.0,9.0,4,1,2.0,3.0,2,2.0,2,9.0,1.0,12.0,1.0,1.0,0.0,168.61,0.0,1.0,168.61,2.4000000000000004,0.11111098765445816,0
0.0,0,3.0,35.0,3,1,3.0,5.0,2,5.0,2,9.0,0.0,18.0,0.0,2.0,2.0,149.69,2.0,2.0,149.69,3.8,0.0,1
15.0,1,3.0,8.0,5,0,2.0,5.0,5,2.0,0,2.0,0.0,15.0,5.0,6.0,9.0,298.45,9.0,6.0,298.45,3.2,0.0,1
17.0,1,3.0,34.0,3,0,2.0,1.0,1,2.0,0,4.0,1.0,18.0,1.0,2.0,11.0,233.2,11.0,2.0,233.2,1.6,0.24999937500156252,0
23.0,0,3.0,6.0,4,0,3.0,3.0,2,3.0,0,1.0,0.0,12.0,1.0,1.0,13.0,163.47,13.0,1.0,163.47,3.0,0.0,0
0.0,2,1.0,22.0,4,0,3.0,1.0,3,5.0,2,2.0,0.0,16.0,15.0,15.0,14.0,127.43,14.0,15.0,127.43,2.1999999999999997,0.0,1
12.0,0,1.0,28.0,3,0,2.0,3.0,0,5.0,2,2.0,1.0,13.0,1.0,2.0,8.0,208.8,8.0,2.0,208.8,2.4000000000000004,0.49999750001249993,0
6.0,0,3.0,14.0,4,0,2.0,4.0,3,2.0,2,1.0,0.0,19.0,2.0,2.0,2.0,123.41999999999999,2.0,2.0,123.41999999999999,2.8,0.0,0
18.0,1,3.0,17.0,4,0,2.0,3.0,1,2.0,0,4.0,0.0,13.0,1.0,1.0,1.0,276.5,1.0,1.0,276.5,2.4000000000000004,0.0,0
5.0,0,1.0,35.0,3,0,3.0,3.0,4,3.0,2,10.0,0.0,12.0,5.0,7.0,7.0,140.25,7.0,7.0,140.25,3.0,0.0,0
7.0,1,3.0,6.0,5,1,3.0,1.0,2,2.0,1,1.0,0.0,11.0,1.0,1.0,9.0,197.25,9.0,1.0,197.25,2.1999999999999997,0.0,0
30.0,1,3.0,6.0,2,1,3.0,3.0,0,2.0,0,4.0,1.0,14.0,0.0,1.0,3.0,219.04000000000002,3.0,1.0,219.04000000000002,3.0,0.24999937500156252,0
9.0,2,2.0,30.0,0,1,2.0,3.0,3,4.0,2,2.0,0.0,16.0,0.0,1.0,4.0,121.77000000000001,4.0,1.0,121.77000000000001,2.4000000000000004,0.0,0
26.0,0,3.0,8.0,5,0,2.0,4.0,0,4.0,0,3.0,0.0,12.0,0.0,6.0,12.0,175.25,12.0,6.0,175.25,2.8,0.0,0
0.0,2,1.0,21.0,6,1,2.0,3.0,2,3.0,1,8.0,0.0,14.0,0.0,1.0,0.0,148.34,0.0,1.0,148.34,2.4000000000000004,0.0,1
9.0,0,1.0,8.0,4,1,2.0,3.0,3,5.0,0,7.0,1.0,14.0,1.0,1.0,2.0,120.41999999999999,2.0,1.0,120.41999999999999,2.4000000000000004,0.14285693877580175,1
9.0,2,3.0,16.0,4,0,2.0,3.0,3,3.0,0,2.0,1.0,19.0,0.0,1.0,0.0,122.19999999999999,0.0,1.0,122.19999999999999,2.4000000000000004,0.49999750001249993,0
1.0,1,3.0,16.0,3,1,3.0,3.0,4,4.0,0,2.0,0.0,22.0,1.0,1.0,0.0,110.52000000000001,0.0,1.0,110.52000000000001,3.0,0.0,0
11.0,0,1.0,9.0,6,1,3.0,3.0,3,3.0,0,4.0,0.0,16.0,2.0,2.0,2.0,128.21,2.0,2.0,128.21,3.0,0.0,0
23.0,1,1.0,8.0,3,1,3.0,3.0,5,3.0,0,3.0,1.0,15.0,7.0,7.0,7.0,292.37,7.0,7.0,292.37,3.0,0.3333322222259259,0
10.0,2,1.0,9.0,6,0,2.0,3.0,2,4.0,2,4.0,0.0,15.0,1.0,1.0,1.0,141.07,1.0,1.0,141.07,2.4000000000000004,0.0,0
13.0,1,3.0,32.0,5,1,3.0,3.0,2,5.0,0,2.0,0.0,14.0,5.0,7.0,5.0,183.96,5.0,7.0,183.96,3.0,0.0,0
9.0,0,1.0,6.0,0,0,3.0,4.0,3,3.0,1,2.0,0.0,13.0,1.0,1.0,3.0,120.07,3.0,1.0,120.07,3.4,0.0,0
19.0,1,1.0,6.0,3,1,2.0,3.0,5,2.0,1,10.0,0.0,15.0,1.0,2.0,2.0,296.27,2.0,2.0,296.27,2.4000000000000004,0.0,0
27.0,1,3.0,8.0,4,0,2.0,4.0,0,3.0,0,7.0,0.0,11.0,6.0,7.0,0.0,206.86,0.0,7.0,206.86,2.8,0.0,0
29.0,0,1.0,15.0,0,0,3.0,3.0,3,3.0,0,3.0,0.0,19.0,0.0,1.0,3.0,129.42,3.0,1.0,129.42,3.0,0.0,0
9.0,1,1.0,18.0,3,0,2.0,4.0,0,2.0,2,1.0,0.0,11.0,5.0,7.0,8.0,188.58,8.0,7.0,188.58,2.8,0.0,0
28.0,0,1.0,8.0,3,1,2.0,4.0,1,5.0,2,8.0,0.0,15.0,1.0,6.0,2.0,267.56,2.0,6.0,267.56,2.8,0.0,0
16.0,1,3.0,31.0,3,1,3.0,4.0,0,2.0,1,6.0,0.0,13.0,1.0,2.0,0.0,234.0,0.0,2.0,234.0,3.4,0.0,0
0.0,0,3.0,14.0,5,0,2.0,3.0,3,2.0,2,2.0,1.0,14.0,0.0,1.0,2.0,123.22999999999999,2.0,1.0,123.22999999999999,2.4000000000000004,0.49999750001249993,1
9.0,1,1.0,16.0,4,0,2.0,4.0,4,5.0,2,2.0,0.0,13.0,1.0,1.0,0.0,114.16,0.0,1.0,114.16,2.8,0.0,1
19.0,2,1.0,14.0,4,0,3.0,4.0,2,5.0,1,9.0,1.0,23.0,1.0,1.0,7.0,146.15,7.0,1.0,146.15,3.4,0.11111098765445816,0
14.0,2,1.0,14.0,4,1,2.0,3.0,3,3.0,0,10.0,1.0,12.0,1.0,2.0,7.0,124.61000000000001,7.0,2.0,124.61000000000001,2.4000000000000004,0.0999999000001,1
0.0,0,1.0,30.0,1,1,3.0,4.0,0,5.0,2,2.0,0.0,12.0,0.0,1.0,9.0,187.22,9.0,1.0,187.22,3.4,0.0,1
0.0,2,1.0,6.0,3,1,2.0,4.0,4,5.0,0,2.0,0.0,16.0,0.0,1.0,3.0,139.55,3.0,1.0,139.55,2.8,0.0,0
3.0,1,1.0,26.0,6,1,2.0,3.0,2,5.0,0,1.0,0.0,15.0,1.0,1.0,2.0,199.57,2.0,1.0,199.57,2.4000000000000004,0.0,0
14.0,2,1.0,13.0,1,0,2.0,1.0,3,3.0,0,2.0,0.0,13.0,1.0,1.0,8.0,133.76,8.0,1.0,133.76,1.6,0.0,0
11.0,1,1.0,23.0,4,0,3.0,4.0,0,3.0,0,1.0,0.0,18.0,0.0,1.0,9.0,188.23,9.0,1.0,188.23,3.4,0.0,0
13.0,1,1.0,26.0,2,1,3.0,3.0,0,2.0,0,5.0,0.0,20.0,4.0,11.0,1.0,203.22,1.0,11.0,203.22,3.0,0.0,0
0.0,0,1.0,14.0,4,1,2.0,5.0,4,3.0,0,2.0,0.0,19.0,1.0,1.0,2.0,146.21,2.0,1.0,146.21,3.2,0.0,0
28.0,0,1.0,8.0,4,1,3.0,3.0,0,4.0,0,4.0,0.0,18.0,1.0,1.0,3.0,209.76,3.0,1.0,209.76,3.0,0.0,0
1.0,2,1.0,16.0,6,0,2.0,3.0,2,3.0,2,4.0,0.0,13.0,1.0,1.0,7.0,136.6,7.0,1.0,136.6,2.4000000000000004,0.0,0
7.0,1,2.0,6.0,3,1,3.0,4.0,0,5.0,0,10.0,0.0,14.0,2.0,3.0,6.0,204.82,6.0,3.0,204.82,3.4,0.0,1
6.0,1,1.0,11.0,4,1,2.0,4.0,0,2.0,1,5.0,0.0,15.0,0.0,1.0,2.0,171.19,2.0,1.0,171.19,2.8,0.0,0
0.0,1,3.0,10.0,2,1,2.0,3.0,0,5.0,2,1.0,1.0,22.0,3.0,4.0,7.0,195.82,7.0,4.0,195.82,2.4000000000000004,0.9999900000999989,1
0.0,0,1.0,35.0,3,0,2.0,4.0,2,3.0,2,2.0,0.0,22.0,3.0,3.0,8.0,145.08,8.0,3.0,145.08,2.8,0.0,1
9.0,2,1.0,21.0,4,1,2.0,3.0,3,3.0,1,2.0,0.0,16.0,2.0,2.0,2.0,122.07,2.0,2.0,122.07,2.4000000000000004,0.0,0
7.0,0,1.0,9.0,4,1,2.0,3.0,2,2.0,2,1.0,0.0,17.0,1.0,1.0,4.0,177.56,4.0,1.0,177.56,2.4000000000000004,0.0,0
10.0,1,3.0,16.0,4,0,2.0,4.0,2,2.0,1,3.0,1.0,14.0,0.0,1.0,0.0,166.94,0.0,1.0,166.94,2.8,0.3333322222259259,0
0.0,2,1.0,10.0,1,1,2.0,3.0,4,2.0,0,2.0,1.0,15.0,5.0,5.0,6.0,136.91,6.0,5.0,136.91,2.4000000000000004,0.49999750001249993,1
0.0,2,1.0,14.0,0,1,2.0,3.0,3,3.0,1,2.0,0.0,20.0,1.0,1.0,0.0,123.77000000000001,0.0,1.0,123.77000000000001,2.4000000000000004,0.0,1
9.0,2,1.0,31.0,0,1,2.0,4.0,3,4.0,2,5.0,1.0,20.0,0.0,2.0,2.0,123.13,2.0,2.0,123.13,2.8,0.19999960000080003,1
15.0,1,1.0,8.0,3,1,2.0,3.0,1,5.0,0,1.0,0.0,17.0,1.0,13.0,7.0,276.65,7.0,13.0,276.65,2.4000000000000004,0.0,0
0.0,0,1.0,14.0,0,1,2.0,4.0,3,4.0,1,2.0,0.0,15.0,0.0,1.0,0.0,125.96000000000001,0.0,1.0,125.96000000000001,2.8,0.0,1
13.0,0,3.0,6.0,6,1,2.0,3.0,2,3.0,2,4.0,1.0,14.0,0.0,1.0,0.0,147.28,0.0,1.0,147.28,2.4000000000000004,0.24999937500156252,1
6.0,0,3.0,13.0,4,0,1.0,3.0,2,4.0,0,1.0,0.0,17.0,1.0,1.0,2.0,143.02,2.0,1.0,143.02,1.8000000000000003,0.0,0
7.0,0,1.0,9.0,4,1,3.0,4.0,3,2.0,0,4.0,0.0,17.0,1.0,1.0,0.0,129.79,0.0,1.0,129.79,3.4,0.0,0
21.0,0,1.0,6.0,3,1,2.0,1.0,1,2.0,2,3.0,0.0,22.0,1.0,2.0,1.0,268.85,1.0,2.0,268.85,1.6,0.0,0
18.0,0,3.0,15.0,4,0,3.0,4.0,2,3.0,0,2.0,0.0,13.0,0.0,4.0,12.0,155.93,12.0,4.0,155.93,3.4,0.0,0
25.0,1,1.0,13.0,4,1,2.0,3.0,0,4.0,2,8.0,0.0,19.0,3.0,4.0,0.0,204.45,0.0,4.0,204.45,2.4000000000000004,0.0,0
11.0,1,3.0,16.0,5,1,3.0,4.0,0,3.0,1,1.0,1.0,14.0,2.0,2.0,7.0,187.4,7.0,2.0,187.4,3.4,0.9999900000999989,0
2.0,2,1.0,14.0,4,0,3.0,3.0,3,2.0,1,5.0,0.0,22.0,0.0,1.0,7.0,125.13999999999999,7.0,1.0,125.13999999999999,3.0,0.0,0
1.0,1,1.0,9.0,3,0,3.0,3.0,0,4.0,1,1.0,0.0,17.0,0.0,1.0,7.0,176.55,7.0,1.0,176.55,3.0,0.0,0
19.0,1,3.0,9.0,5,1,2.0,3.0,1,3.0,0,4.0,0.0,12.0,1.0,4.0,9.0,274.65,9.0,4.0,274.65,2.4000000000000004,0.0,0
11.0,1,3.0,8.0,5,1,2.0,3.0,0,4.0,2,8.0,0.0,16.0,1.0,1.0,0.0,173.51,0.0,1.0,173.51,2.4000000000000004,0.0,0
16.0,0,1.0,33.0,4,0,2.0,3.0,0,5.0,0,9.0,0.0,11.0,0.0,1.0,1.0,208.2,1.0,1.0,208.2,2.4000000000000004,0.0,0
2.0,0,1.0,8.0,4,1,2.0,3.0,1,2.0,1,8.0,0.0,11.0,7.0,11.0,3.0,221.69,3.0,11.0,221.69,2.4000000000000004,0.0,1
13.0,1,1.0,20.0,3,1,2.0,4.0,5,3.0,2,2.0,0.0,15.0,4.0,4.0,9.0,296.26,9.0,4.0,296.26,2.8,0.0,0
9.0,2,1.0,6.0,2,0,3.0,4.0,3,4.0,2,2.0,1.0,11.0,0.0,2.0,2.0,120.69999999999999,2.0,2.0,120.69999999999999,3.4,0.49999750001249993,0
12.0,0,1.0,15.0,4,1,3.0,3.0,2,4.0,2,21.0,0.0,15.0,1.0,1.0,3.0,167.82,3.0,1.0,167.82,3.0,0.0,0
9.0,0,1.0,24.0,4,1,3.0,3.0,2,2.0,2,3.0,0.0,20.0,1.0,1.0,9.0,177.79,9.0,1.0,177.79,3.0,0.0,0
4.0,0,3.0,26.0,4,1,3.0,1.0,3,2.0,0,1.0,0.0,12.0,1.0,2.0,2.0,127.91,2.0,2.0,127.91,2.1999999999999997,0.0,0
1.0,2,1.0,8.0,4,1,3.0,4.0,3,4.0,0,1.0,0.0,17.0,0.0,1.0,4.0,132.01,4.0,1.0,132.01,3.4,0.0,0
8.0,0,3.0,17.0,5,1,2.0,3.0,2,2.0,1,2.0,0.0,11.0,0.0,1.0,2.0,149.68,2.0,1.0,149.68,2.4000000000000004,0.0,0
22.0,1,3.0,14.0,2,1,2.0,4.0,1,4.0,0,7.0,0.0,17.0,1.0,2.0,3.0,231.2,3.0,2.0,231.2,2.8,0.0,0
7.0,0,1.0,8.0,4,1,3.0,3.0,2,3.0,2,3.0,0.0,11.0,1.0,1.0,2.0,140.33,2.0,1.0,140.33,3.0,0.0,0
2.0,0,1.0,16.0,4,0,3.0,3.0,3,4.0,1,1.0,0.0,14.0,1.0,1.0,1.0,132.91,1.0,1.0,132.91,3.0,0.0,0
15.0,2,1.0,35.0,3,1,2.0,5.0,2,2.0,2,5.0,0.0,19.0,1.0,1.0,0.0,142.72,0.0,1.0,142.72,3.2,0.0,0
2.0,1,1.0,14.0,3,1,3.0,4.0,2,2.0,0,2.0,1.0,13.0,0.0,1.0,2.0,150.56,2.0,1.0,150.56,3.4,0.49999750001249993,0
11.0,2,2.0,6.0,6,1,3.0,1.0,3,3.0,0,2.0,0.0,13.0,1.0,5.0,0.0,128.44,0.0,5.0,128.44,2.1999999999999997,0.0,0
4.0,0,1.0,12.0,4,1,3.0,4.0,3,3.0,1,2.0,1.0,14.0,1.0,1.0,2.0,127.03,2.0,1.0,127.03,3.4,0.49999750001249993,0
9.0,0,1.0,14.0,0,1,3.0,3.0,4,3.0,2,2.0,0.0,12.0,0.0,1.0,0.0,119.03999999999999,0.0,1.0,119.03999999999999,3.0,0.0,1
